popularity,budget,revenue,director,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
1.004692,90000000,182290266,Rob Minkoff,99,Thriller|Fantasy|Comedy|Family|Mystery,2003-11-25,270,5.1,2003,106681738.030427,216078248.92121
1.000194,40000000,19322135,Danny DeVito,89,Action|Comedy|Thriller,2003-09-26,262,5.8,2003,47414105.7913011,22903543.825095
0.997525,40000000,141591324,Mathieu Kassovitz,98,Horror|Thriller,2003-11-21,339,5.8,2003,47414105.7913011,167835650.381659
0.995361,20000000,60427839,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,124,Drama|Crime|Thriller,2003-09-06,520,7.0,2003,23707052.8956505,71628298.7771428
0.981031,26000000,90426405,David R. Ellis,90,Horror|Mystery,2003-01-31,519,5.9,2003,30819168.7643457,107187178.324926
0.979077,0,0,David Grossman,87,Adventure|Comedy|Family,2003-08-18,55,4.3,2003,0.0,0.0
0.920571,9500000,107071655,Marcus Nispel,98,Horror,2003-10-17,333,6.0,2003,11260850.125434,126917669.435492
0.894267,0,101191884,Roger Donaldson,115,Action|Thriller|Crime|Drama,2003-01-25,290,5.9,2003,0.0,119948067.329926
0.876158,40000000,190212113,Shawn Levy,98,Comedy|Drama|Family,2003-12-24,357,5.8,2003,47414105.7913011,225468431.214223
0.875247999999999,79000000,173013509,Anthony Minghella,154,Drama,2003-12-24,299,6.5,2003,93642858.9378197,205082020.476255
0.872052,6000000,0,Greg Marcks,86,Crime|Drama|Thriller,2003-05-16,113,6.7,2003,7112115.86869516,0.0
0.853359,20000000,0,Andrew Davis,117,Adventure|Family|Drama|Comedy,2003-04-18,205,6.4,2003,23707052.8956505,0.0
0.84781,41000000,0,Gordon Chan,88,Thriller|Fantasy|Action|Comedy,2003-08-15,145,5.3,2003,48599458.4360836,0.0
0.841686,2000000,4601043,Catherine Hardwicke,100,Drama,2003-08-20,153,6.6,2003,2370705.28956505,5453858.48880813
0.820611,30000000,114908830,Ronny Yu,97,Horror,2003-08-15,315,5.7,2003,35560579.3434758,136207485.549365
0.796421,25000000,56489558,Andrzej Bartkowiak,101,Action|Crime|Drama,2003-02-28,133,5.9,2003,29633816.1195632,66960046.977896
0.786916,0,0,Bud Luckey|Roger Gould,5,Animation|Family,2003-11-04,77,7.0,2003,0.0,0.0
0.783216,80000000,68514844,Joe Dante,90,Animation|Comedy|Family,2003-11-14,144,5.5,2003,94828211.5826022,81214251.5422623
0.760656999999999,50000000,42792561,John McTiernan,98,Action|Drama|Mystery|Thriller|Crime,2003-04-18,153,6.0,2003,59267632.2391264,50724275.3583676
0.754774,85000000,80916492,Peter Berg,104,Adventure|Action|Comedy|Thriller,2003-09-26,298,6.3,2003,100754974.806514,95914577.7987242
0.725008,0,0,Owen Hurley,81,Animation|Family,2003-09-28,95,6.5,2003,0.0,0.0
0.723225,76000000,236350661,John Singleton,107,Action|Crime|Thriller,2003-06-05,1275,6.1,2003,90086801.0034721,280158881.112448
0.716775,0,15614000,Bruno Barreto,87,Comedy|Romance,2003-03-21,81,5.3,2003,0.0,18508096.1956343
0.712023,0,0,Curt Geda|Tim Maltby,74,Adventure|Fantasy|Animation|Action|Science Fiction,2003-10-21,48,6.4,2003,0.0,0.0
0.709596,0,0,James Foley,97,Action|Comedy|Thriller|Crime,2003-04-25,68,6.3,2003,0.0,0.0
0.699833,0,0,Dennie Gordon,105,Comedy|Drama|Family|Romance,2003-03-27,188,5.7,2003,0.0,0.0
0.693764,0,0,Ringo Lam,96,Action|Drama|Thriller,2003-11-24,35,5.5,2003,0.0,0.0
0.680802999999999,22000000,68296293,Kevin Costner,139,Western,2003-08-29,125,6.8,2003,26077758.1852156,80955191.5363924
0.648946,18000000,101564935,Shawn Levy,95,Comedy,2003-01-09,242,5.3,2003,21336347.6060855,120390264.319415
0.640416,0,0,Audrey Wells,113,Comedy|Romance|Drama,2003-04-30,96,6.4,2003,0.0,0.0
0.631739,27440000,0,Francis Veber,85,Comedy|Crime,2003-10-22,97,6.8,2003,32526076.5728325,0.0
0.630566,60000000,164433867,Steve Carr,92,Comedy|Family,2003-05-03,257,5.7,2003,71121158.6869516,194912119.140268
0.62706,0,65565672,Ridley Scott,116,Comedy|Drama|Crime|Thriller,2003-09-01,262,6.7,2003,0.0,77718442.7121437
0.62007,87000000,148336445,Gary Ross,141,Drama|History,2003-07-22,109,6.4,2003,103125680.096079,175830997.398388
0.6015,50000000,55495563,Carl Franklin,105,Thriller|Crime|Drama,2003-10-03,151,6.0,2003,59267632.2391264,65781812.3757454
0.598372999999999,17000000,63102666,Victor Salva,104,Horror|Thriller,2003-08-08,123,5.4,2003,20150994.9613029,74798912.0359285
0.595052,17000000,55534455,Jim Fall,94,Comedy|Adventure|Family,2003-04-25,158,5.8,2003,20150994.9613029,65827913.1108062
0.580909,68000000,75715436,Lawrence Kasdan,136,Drama|Horror|Science Fiction|Thriller,2003-03-21,330,5.1,2003,80603979.8452119,89749492.3134622
0.579673,0,0,David Molina|Terry Shakespeare,70,Action|Adventure|Animation|Family|Science Fiction,2003-09-15,22,5.9,2003,0.0,0.0
0.576539,0,6585516,Gregor Jordan,110,Action|Adventure|Drama|History,2003-03-22,60,5.8,2003,0.0,7806158.80785765
0.576335,52000000,0,Paul Hunter,104,Action|Comedy|Fantasy,2003-03-28,156,5.0,2003,61638337.5286914,0.0
0.571314,38000000,197011982,Robert Rodriguez,84,Action|Adventure|Comedy|Family|Science Fiction,2003-07-25,281,4.8,2003,45043400.501736,233528673.917547
0.563401,35000000,20298207,Peyton Reed,101,Action|Comedy|Romance|Thriller,2003-05-08,107,6.0,2003,41487342.5673884,24060533.3517932
0.556095,35000000,11560806,Brian Helgeland,102,Drama|Fantasy|Horror|Mystery|Romance,2003-09-05,42,4.8,2003,41487342.5673884,13703631.9679177
0.548852999999999,60000000,119940815,Joel Coen,100,Crime|Comedy|Romance,2003-09-02,201,5.7,2003,71121158.6869516,142172162.277621
0.543482999999999,55000000,34234008,William Friedkin,94,Drama|Action|Thriller|Crime,2003-03-11,90,5.8,2003,65194395.463039,40579371.9243062
0.537976,16500000,16942795,Vadim Perelman,126,Drama,2003-12-19,76,6.5,2003,19558318.6389117,20083186.8632581
0.536597,0,0,Tony Craig|Roberts Gannaway,60,Animation|Comedy|Family,2003-08-26,70,6.2,2003,0.0,0.0
0.527492,0,12991996,James Ivory,117,Comedy|Drama|Romance,2003-08-08,17,5.2,2003,0.0,15400096.819604
0.525418,0,0,David Hillenbrand|Scott Hillenbrand,96,Comedy,2003-09-26,17,4.6,2003,0.0,0.0
0.505814,1500000,30553394,Eli Roth,93,Horror,2003-08-15,142,5.3,2003,1778028.96717379,36216546.3849826
0.500124,60000000,80154140,Gary Fleder,127,Drama|Thriller,2003-10-09,180,6.8,2003,71121158.6869516,95010921.839269
0.49676,7500000,0,Michael Winterbottom,92,Drama|Romance|Science Fiction|Thriller,2003-09-02,52,5.9,2003,8890144.83586896,0.0
0.494247,0,0,Keith Gordon,109,Comedy|Music|Mystery|Crime,2003-10-24,18,5.5,2003,0.0,0.0
0.490786,0,0,David McNally,89,Comedy|Adventure|Crime,2003-01-17,112,4.5,2003,0.0,0.0
0.490565,8000000,60378584,Patty Jenkins,110,Crime|Drama,2003-11-16,216,6.8,2003,9482821.15826022,71569914.232624
0.481708,12000000,23,Jane Campion,119,Thriller|Mystery,2003-09-09,36,4.7,2003,14224231.7373903,27.2631108299981
0.47718,0,0,Brian Gilbert,92,Horror|Thriller,2003-02-23,14,5.0,2003,0.0,0.0
0.476487,20000000,132675402,Adam Shankman,105,Comedy,2003-03-07,85,5.3,2003,23707052.8956505,157267138.658285
0.471245,30000000,0,Robert Benton,106,Drama|Thriller|Romance,2003-10-29,55,6.2,2003,35560579.3434758,0.0
0.470814,54000000,7266209,Martin Brest,121,Drama,2003-08-01,48,3.8,2003,64009042.8182565,8613020.0556926
0.469518,56000000,12923936,Ronald F. Maxwell,214,Drama|History|War,2003-02-21,23,5.8,2003,66379748.1078215,15319421.7186001
0.467438,0,0,Guy Jenkin,109,Drama|Romance,2003-01-31,20,6.1,2003,0.0,0.0
0.462609,6000000,2,Billy Ray,94,Drama|History,2003-11-14,46,6.4,2003,7112115.86869516,2.37070528956505
0.460673,19000000,39267515,Troy Miller,85,Comedy,2003-06-13,110,4.2,2003,22521700.250868,46545852.7592875
0.457918,0,31466789,Peter Webber,101,Drama|Romance,2003-08-31,197,6.3,2003,0.0,37299241.5639637
0.457107,0,50097949,Dennis Dugan,88,Action|Comedy|Crime|Thriller,2003-01-17,133,5.6,2003,0.0,59383736.3453302
0.455238,0,0,Gregg Champion,120,Drama,2003-10-06,10,7.1,2003,0.0,0.0
0.454926,0,0,Gavin Grazer,95,Comedy|Crime,2003-05-17,16,4.8,2003,0.0,0.0
0.448434,0,343816,Matthew Ryan Hoge,108,Crime|Drama,2003-01-18,43,6.4,2003,0.0,407543.204918549
0.446522,0,0,John Whitesell,86,Comedy|Crime,2003-04-10,34,4.7,2003,0.0,0.0
0.439958,20000000,37095657,Boaz Yakin,92,Comedy,2003-08-15,108,6.2,2003,23707052.8956505,43971435.1348954
0.438475,5000000,742898,Fenton Bailey|Randy Barbato,98,Comedy|Drama|Crime,2003-09-05,25,5.6,2003,5926763.22391264,880596.10910365
0.43362,35000000,0,Martin Campbell,127,Drama|Romance|Adventure|War,2003-10-23,61,6.6,2003,41487342.5673884,0.0
0.431188,50000000,38955598,Alan Parker,130,Drama|Thriller|Crime,2003-02-21,246,7.2,2003,59267632.2391264,46176121.1183849
0.427767,0,0,Woody Allen,108,Comedy|Romance,2003-08-27,70,6.1,2003,0.0,0.0
0.426977,3000000,10012022,Gus Van Sant,81,Drama|Crime,2003-05-18,186,7.1,2003,3556057.93434758,11867776.7573208
0.422711,0,7897645,Jim Jarmusch,96,Comedy|Drama,2003-09-05,100,6.8,2003,0.0,9361494.3883035
0.422393,7000000,13818181,Uwe Boll,90,Horror|Action|Thriller,2003-04-11,35,3.4,2003,8297468.51347769,16379417.3944336
0.421807,8000000,41400000,Niki Caro,101,Drama|Family,2003-01-30,46,6.7,2003,9482821.15826022,49073599.4939966
0.413816,0,0,Andy Byatt|Alastair Fothergill,83,Documentary,2003-05-18,11,4.9,2003,0.0,0.0
0.413383,0,0,Jim Sheridan,105,Drama|Romance,2003-10-31,44,6.3,2003,0.0,0.0
0.431875,0,0,Paul McGuigan,112,Crime|Drama|Mystery,2003-08-06,10,7.2,2003,0.0,0.0
0.407552,7000000,16829545,Rob Zombie,89,Horror,2003-04-11,140,5.8,2003,8297468.51347769,19948945.6762365
0.403468,20000000,17432163,Chris Koch,101,Comedy|Romance,2003-01-17,46,5.3,2003,23707052.8956505,20663260.5163301
0.392666,14000000,0,Ching Siu-Tung,91,Action|Thriller,2003-12-30,17,4.7,2003,16594937.0269553,0.0
0.388875,32000000,52277485,Mike Tollin,109,Drama,2003-10-24,75,7.1,2003,37931284.6330408,61967255.1073289
0.383686,6400000,2500000,David Mackenzie,93,Drama|Thriller|Crime|Romance,2003-09-26,16,5.9,2003,7586256.92660817,2963381.61195632
0.383316,0,21384035,Mike Figgis,118,Drama|Thriller,2003-09-19,54,5.3,2003,0.0,25347622.4433721
0.381532,0,0,Sean McNamara,120,TV Movie|Comedy|Family,2003-06-13,32,5.3,2003,0.0,0.0
0.380749,0,0,Michael Rymer,182,Adventure|Drama|Science Fiction|Action,2003-12-08,57,7.3,2003,0.0,0.0
0.379915,300000,0,Peter Hedges,81,Comedy|Drama,2003-01-19,28,6.3,2003,355605.793434758,0.0
0.368982,0,0,Charles Grosvenor,84,Adventure|Animation|Family,2003-12-02,25,6.4,2003,0.0,0.0
0.36744,75000000,51142659,Ron Shelton,116,Action|Adventure|Comedy|Thriller,2003-06-09,76,4.8,2003,88901448.3586895,60622086.1068609
0.366218,7800000,22441323,FranÃ§ois Ozon,102,Thriller|Crime,2003-05-18,68,6.2,2003,9245750.62930371,26600881.5704689
0.362474,0,0,Chris Rock,95,Comedy,2003-01-01,35,5.4,2003,0.0,0.0
0.361703,7500000,0,Vincenzo Natali,95,Thriller|Science Fiction|Mystery,2003-01-18,84,6.6,2003,8890144.83586896,0.0
0.360105,6000000,18750246,Christopher Guest,91,Comedy|Music,2003-04-16,33,6.5,2003,7112115.86869516,22225653.686423
0.359943,0,0,Oz Scott,100,Comedy|Drama|Family|Music|TV Movie,2003-08-15,49,4.6,2003,0.0,0.0
0.355981,0,0,Tim McCanlies,111,Comedy|Drama|Family,2003-09-19,182,6.6,2003,0.0,0.0
0.355754,1500000,0,Dominique Monfery,7,Animation,2003-08-05,14,5.6,2003,1778028.96717379,0.0
0.749526,0,0,Francis Glebas,75,Animation|Family,2003-03-16,40,6.0,2003,0.0,0.0
0.351678,850000,819939,C. Jay Cox,107,Drama|Comedy|Romance,2003-07-10,26,6.4,2003,1007549.74806514,971916.862210341
0.350293,500000,8679814,Tom McCarthy,88,Drama|Comedy,2003-01-26,107,7.4,2003,592676.322391263,10288640.4811204
0.346839,0,0,Troy Beyer,105,Comedy|Drama|Family|Romance,2003-12-12,19,5.7,2003,0.0,0.0
0.346215,15000000,30238577,Jonathan Lynn,122,Comedy|Music|Romance,2003-09-17,22,5.3,2003,17780289.6717379,35843377.2214101
0.342268,0,0,Alec Baldwin,106,Fantasy|Drama|Comedy|Science Fiction,2003-02-19,16,5.1,2003,0.0,0.0
0.339709,5000000,4856298,John Crowley,105,Romance|Action|Comedy|Crime|Mystery,2003-08-29,21,5.5,2003,5926763.22391264,5756425.6781521
0.573472,0,0,Jonathan Liebesman,86,Thriller|Horror,2003-01-24,57,5.4,2003,0.0,0.0
0.335925,0,0,Patrick Lussier,85,Horror,2003-06-07,16,4.4,2003,0.0,0.0
0.333774,0,0,Sandy Collora,8,Action|Crime,2003-01-01,11,5.9,2003,0.0,0.0
0.331948,0,20440627,Andrew Fleming,98,Action|Comedy,2003-05-23,29,5.5,2003,0.0,24229351.2754631
0.331169,0,0,Clare Kilner,99,Drama|Comedy|Romance,2003-07-18,26,5.3,2003,0.0,0.0
0.330848,0,0,J.T. Petty,77,Horror|Science Fiction|Thriller,2003-04-14,11,5.2,2003,0.0,0.0
0.327103,0,0,Philippe Leclerc,90,Animation|Adventure,2003-06-25,10,7.6,2003,0.0,0.0
0.326083,0,0,Scott Jeralds,75,Animation|Comedy|Family|Mystery,2003-09-30,17,6.1,2003,0.0,0.0
0.323051,0,0,David DeBartolomÃ©,96,Action|Thriller|Science Fiction,2003-01-01,13,5.0,2003,0.0,0.0
0.3216,60000000,0,Mike Nichols,352,Drama|Fantasy,2003-12-07,31,6.1,2003,71121158.6869516,0.0
0.317456,780000,0,Ryan Little,90,Action|Adventure|Drama|History|War,2003-09-11,46,6.7,2003,924575.062930371,0.0
0.315387,80000000,0,Alex Zamm,89,Action|Adventure|Comedy|Family,2003-03-11,55,4.3,2003,94828211.5826022,0.0
0.309252,22000000,0,Glen Morgan,100,Horror,2003-03-14,30,5.3,2003,26077758.1852156,0.0
0.463911,0,0,Craig Shapiro,90,Action|Adventure|Comedy|Family|Science Fiction,2003-01-24,24,5.9,2003,0.0,0.0
0.297658,0,0,Scott Jeralds,72,Animation|Comedy|Family,2003-03-04,16,5.8,2003,0.0,0.0
0.292143,0,0,Norman Jewison,120,Drama|Thriller,2003-12-12,10,5.5,2003,0.0,0.0
0.289415,10000000,96542059,Nigel Cole,108,Comedy,2003-09-02,46,6.5,2003,11853526.4478252,114436384.9684
0.288118,0,0,Jean-Baptiste Andrea|Fabrice Canepa,85,Mystery|Horror|Thriller,2003-01-30,49,6.5,2003,0.0,0.0
0.284861,8256269,460978,William Phillips,97,Action,2003-10-03,18,6.4,2003,9786590.29518599,546421.49148656
0.28249,0,9726954,Isabel Coixet,106,Drama|Romance,2003-03-07,44,6.7,2003,0.0,11529870.6495779
0.176093,500000,0,NimrÃ³d Antal,105,Comedy|Crime|Thriller,2003-11-20,32,6.6,2003,592676.322391263,0.0
0.276911,4361898,3031801,Ã‰mile Gaudreault,92,Comedy|Romance,2003-06-06,13,5.2,2003,5170387.33057161,3593753.33380431
0.275803,0,3117985,Andrew Jarecki,107,Documentary,2003-05-30,45,7.4,2003,0.0,3695911.76614225
0.275184,28000000,58795814,Harald Zwart,102,Action,2003-03-12,161,4.9,2003,33189874.0539107,69693773.6270415
0.268976,0,0,Steve Anderson,94,Comedy|Drama|Mystery|Science Fiction,2003-05-16,10,5.2,2003,0.0,0.0
0.268921,0,0,Erik Van Looy,123,Drama|Thriller|Foreign|Action|Crime,2003-10-15,13,6.3,2003,0.0,0.0
0.264295,24000000,23510601,Reggie Rock Bythewood,110,Action|Drama,2003-01-31,30,5.8,2003,28448463.4747806,27868353.0757767
0.347234,0,0,Neil Jordan,108,Crime|Drama|Thriller,2003-04-03,14,6.2,2003,0.0,0.0
0.686322,0,0,Simon J. Smith,12,Fantasy|Animation|Comedy|Science Fiction|Family,2003-05-23,20,6.5,2003,0.0,0.0
0.10239,0,0,Adam Elliot,23,Animation|Comedy,2003-10-23,23,6.8,2003,0.0,0.0
0.253381,13000000,17040871,James Cameron,92,Family|Documentary,2003-04-10,23,6.7,2003,15409584.3821728,20199441.5092478
0.573104,0,6003587,Shari Springer Berman|Robert Pulcini,101,Comedy|Drama,2003-08-15,60,6.7,2003,0.0,7116367.728632
0.249204,0,0,Christian Duguay,179,Drama|War|History,2003-03-18,65,6.7,2003,0.0,0.0
0.248133,6800000,0,Damian Nieman,101,Action|Thriller|Crime,2003-05-18,38,6.3,2003,8060397.98452119,0.0
0.246824,0,0,Mark Herman,90,Comedy|Romance,2003-05-09,15,4.8,2003,0.0,0.0
0.245905,60000000,0,Ron Howard,135,Thriller|Western|Adventure,2003-11-26,76,5.8,2003,71121158.6869516,0.0
0.349751,55000000,33828318,Bobby Farrelly|Peter Farrelly,118,Comedy,2003-12-10,104,4.8,2003,65194395.463039,40098486.2098443
0.242306,0,0,Merzak Allouache,105,Comedy,2003-03-19,61,5.1,2003,0.0,0.0
0.127505,0,0,Nicolas Winding Refn,88,Thriller|Mystery|Foreign,2003-01-13,20,5.8,2003,0.0,0.0
0.241416,0,0,Joan Churchill|Nick Broomfield,89,Documentary|Drama,2003-09-09,13,7.3,2003,0.0,0.0
0.240657,0,0,Michael Haneke,113,Drama,2003-01-01,15,5.7,2003,0.0,0.0
0.23933,0,0,David M. Evans,90,Comedy,2003-05-15,24,4.8,2003,0.0,0.0
0.237282,0,0,Mahiro Maeda,9,Science Fiction|Animation,2003-02-01,16,7.2,2003,0.0,0.0
0.236258,14000000,0,Michael Oblowitz,90,Action|Thriller,2003-08-14,15,5.0,2003,16594937.0269553,0.0
0.235742,0,0,Casey La Scala,105,Action|Comedy|Family,2003-08-15,17,6.3,2003,0.0,0.0
0.226503,0,0,Matthew Parkhill,92,Drama|Comedy|Thriller|Romance|Foreign,2003-01-18,12,5.2,2003,0.0,0.0
0.141822,0,0,Marleen Gorris,97,Comedy|Romance,2003-07-04,11,5.9,2003,0.0,0.0
0.220344,0,0,Matthew Bright,90,Comedy|Drama|Romance,2003-09-08,10,4.5,2003,0.0,0.0
0.097647,0,4500000,Mark Achbar|Jennifer Abbott,145,Documentary,2003-09-10,42,7.1,2003,0.0,5334086.90152137
0.209749,0,0,Richard Kwietniowski,104,Crime|Drama|Thriller,2003-05-02,11,6.4,2003,0.0,0.0
0.208637,10,5,Shinichiro Watanabe,15,Science Fiction|Animation,2003-06-02,16,6.8,2003,11.8535264478252,5.92676322391264
0.207399,20000000,0,Greg Yaitanes,248,Drama|Science Fiction|Fantasy|Adventure,2003-03-25,35,6.5,2003,23707052.8956505,0.0
0.371487,15000000,2281585,Robert Altman,112,Drama|Thriller,2003-09-10,12,4.9,2003,17780289.6717379,2704482.81404614
0.394501,6000000,0,Byung-chun Min,114,Science Fiction,2003-05-09,14,4.9,2003,7112115.86869516,0.0
0.202514,0,0,Alex Kendrick,120,Drama|Family,2003-01-01,13,6.9,2003,0.0,0.0
0.201732,0,0,Brad Mirman,98,Action|Comedy,2003-04-16,13,6.3,2003,0.0,0.0
0.201014,10000000,0,Yves Simoneau,103,Action,2003-01-01,13,6.2,2003,11853526.4478252,0.0
0.208372,0,0,RenÃ© Manzor,100,Crime|Thriller|Mystery|Drama,2003-09-09,10,6.5,2003,0.0,0.0
0.186848,0,0,Richard Schickel,132,Documentary,2003-05-01,17,6.4,2003,0.0,0.0
0.198046,7000000,0,Ron Krauss,100,Thriller|Science Fiction|Action,2003-07-19,16,4.2,2003,8297468.51347769,0.0
0.197848,0,0,Steven Ayromlooi,90,Horror|Comedy|Fantasy,2003-12-30,12,6.0,2003,0.0,0.0
0.197542,32000000,0,Wayne Kramer,101,Drama|Romance,2003-01-17,33,6.5,2003,37931284.6330408,0.0
0.194862,17000000,0,John Robert Hoffman,87,Comedy|Family|Science Fiction,2003-10-10,18,4.9,2003,20150994.9613029,0.0
0.194794,0,13885802,Kevin Macdonald,106,Documentary|Action|Adventure,2003-09-05,60,7.5,2003,0.0,16459572.1256265
0.193661,17000000,1569918,Joel Schumacher,98,Drama|Crime|Thriller,2003-07-11,26,6.7,2003,20150994.9613029,1860906.45339169
0.619899,0,0,Eric Till,123,Drama|History,2003-10-29,46,6.3,2003,0.0,0.0
0.190667,0,0,John Eng|Norton Virgien,84,Animation|Family,2003-06-13,32,5.3,2003,0.0,0.0
0.190263,0,0,Frank Pierson,112,Drama|Romance|Crime,2003-05-31,15,5.9,2003,0.0,0.0
0.218799,0,0,David Gordon Green,108,Drama|Romance,2003-08-01,15,5.6,2003,0.0,0.0
0.104354,0,0,Michael Haussman,99,Drama|Thriller,2003-12-14,14,5.9,2003,0.0,0.0
0.939084,14000000,0,David Zucker,83,Comedy|Romance,2003-08-21,100,4.4,2003,16594937.0269553,0.0
0.170297,0,0,Stephen Fry,106,Comedy|Foreign,2003-05-16,11,5.4,2003,0.0,0.0
0.175002,110000000,214948780,Bryan Singer,133,Adventure|Action|Science Fiction|Thriller,2003-04-24,2222,6.7,2003,130388790.926078,254790104.865777
0.169652,0,0,Sam Weisman,98,Comedy,2003-09-05,27,5.4,2003,0.0,0.0
0.161748,5000000,2466444,James Cox,104,Crime|Drama|Mystery|Thriller,2003-10-23,23,6.4,2003,5926763.22391264,2923605.91860799
0.159996,0,0,Michael Polish,103,Fantasy|Drama|Science Fiction,2003-01-01,10,5.7,2003,0.0,0.0
0.159344,0,0,Robert Parigi,88,Drama|Horror|Comedy|Thriller|Romance,2003-04-05,11,5.0,2003,0.0,0.0
0.156803,0,0,Vincenzo Natali,90,Comedy|Fantasy|Science Fiction,2003-09-09,14,5.5,2003,0.0,0.0
0.154678,0,0,John Kent Harrison,175,War|Action|Drama|Romance,2003-04-19,12,5.5,2003,0.0,0.0
0.150064,0,0,"Michael Landon, Jr.",88,Drama|Romance|Western,2003-04-13,14,6.1,2003,0.0,0.0
0.147375,0,1628154,Todd Graff,114,Comedy|Music,2003-09-05,12,4.9,2003,0.0,1929936.65001325
0.146885,0,0,Errol Morris,95,War|Documentary|History,2003-12-09,28,6.7,2003,0.0,0.0
0.14657,0,0,Neil LaBute,96,Comedy|Drama|Romance,2003-01-01,13,6.1,2003,0.0,0.0
0.143004,30000000,15368897,Rob Reiner,96,Comedy|Romance,2003-06-16,43,5.0,2003,35560579.3434758,18217562.7063402
0.135161999999999,12000000,4922166,Robert Iscove,90,Comedy|Romance,2003-06-20,12,3.5,2003,14224231.7373903,5834502.48615863
0.121042,0,0,Gary Hardwick,105,Comedy|Drama|Romance|Science Fiction|Thriller,2003-02-07,12,6.3,2003,0.0,0.0
0.126182,569217,569217,Laurent Baffie,90,Comedy,2003-12-10,12,4.8,2003,674722.876405176,674722.876405176
0.131905,5000000,0,Mike Southon,87,Comedy|Family,2003-07-01,11,4.5,2003,5926763.22391264,0.0
0.020946,300,0,Fred Vogel|Jerami Cruise,77,Horror,2003-01-01,11,4.3,2003,355.605793434758,0.0
0.126685,0,0,Michael Spierig|Peter Spierig,97,Horror|Action|Comedy|Science Fiction,2003-09-04,24,5.5,2003,0.0,0.0
0.121449,0,0,James Wan,9,Crime|Thriller|Horror,2003-01-01,40,6.4,2003,0.0,0.0
0.175648,0,0,Craig R. Baxley,88,Drama|Horror|Mystery|Thriller,2003-05-12,13,4.9,2003,0.0,0.0
0.108463,0,0,Andrew R. Jones,9,Science Fiction|Action|Animation,2003-03-21,17,6.5,2003,0.0,0.0
0.20175,0,0,Kazuhisa TakenÃ´chi,68,Animation|Science Fiction|Music,2003-05-18,49,7.2,2003,0.0,0.0
0.102769,0,0,Tim Fywell,113,Drama|Romance,2003-05-09,14,7.2,2003,0.0,0.0
0.098984,7000000,10000000,Christine Jeffs,109,Drama|Romance,2003-10-17,17,5.6,2003,8297468.51347769,11853526.4478252
0.098039,16700000,0,Michael Oblowitz,96,Action|Thriller,2003-06-01,14,4.3,2003,19795389.1678682,0.0
0.23825,0,7808524,Lauren Lazin,112,Music|Documentary,2003-01-23,15,8.0,2003,0.0,9255854.57524784
0.096396,0,0,Lars von Trier|JÃ¸rgen Leth,90,Drama|Documentary|Foreign,2003-11-07,14,5.7,2003,0.0,0.0
0.09449,0,0,Peter Levin,104,Drama|TV Movie,2003-04-07,14,6.0,2003,0.0,0.0
0.085589,0,0,Aziz Mirza,167,Comedy|Drama|Romance,2003-06-12,16,6.3,2003,0.0,0.0
0.080522,0,0,Charles Martin Smith,103,Action|Adventure|Drama,2003-01-01,13,4.5,2003,0.0,0.0
0.08018,0,0,Marco Bellocchio,106,Drama,2003-01-01,13,5.3,2003,0.0,0.0
0.07715,0,0,Jean Becker,95,Comedy|Drama,2003-03-26,15,7.6,2003,0.0,0.0
0.073665,0,0,Tyler Perry,0,Comedy|Music,2003-06-25,12,6.9,2003,0.0,0.0
0.063216,0,0,K.C. Bascombe,86,Horror,2003-01-01,13,5.0,2003,0.0,0.0
0.062876,0,0,Francis Palluau,90,Comedy,2003-04-02,16,5.5,2003,0.0,0.0
0.059976,0,0,Laurent Bouzereau,127,Documentary,2003-10-21,10,7.2,2003,0.0,0.0
0.168156,0,0,Shinichiro Watanabe,10,Science Fiction|Animation,2003-04-01,12,7.4,2003,0.0,0.0
0.138667,0,0,Gilles Paquet-Brenner,72,Crime|Comedy|Action,2003-05-07,11,4.4,2003,0.0,0.0
0.040005,0,0,Simon Wincer,49,Action|Adventure|Drama|Family,2003-12-25,11,4.8,2003,0.0,0.0
0.039864,0,0,Guy Maddin,100,Comedy|Drama|Fantasy|Music,2003-09-17,13,6.1,2003,0.0,0.0
0.038307,0,0,Tommy Wiseau,99,Drama|Romance,2003-06-27,59,4.6,2003,0.0,0.0
0.038236,0,0,Kevin Lima,89,Family|Comedy|Drama,2003-11-23,11,4.6,2003,0.0,0.0
0.027928,0,0,Philip G. Atwell,6,Action,2003-06-01,32,6.8,2003,0.0,0.0
0.046862,0,0,Peter Chung,16,Animation|Drama|Science Fiction,2003-06-03,12,7.1,2003,0.0,0.0
0.013546,0,0,Mahiro Maeda,9,Science Fiction|Animation,2003-06-01,15,7.2,2003,0.0,0.0
0.049778,0,0,John Kent Harrison,128,Drama|Science Fiction|Family,2003-04-25,10,4.9,2003,0.0,0.0
6.66898999999999,0,0,Peter Richardson,99,Comedy,1997-11-17,11,5.5,1997,0.0,0.0
4.355219,200000000,1845034188,James Cameron,194,Drama|Romance|Thriller,1997-11-18,4654,7.3,1997,271692064.214419,2506405735.41947
3.48891,85000000,252712101,John Musker|Ron Clements,93,Animation|Family|Fantasy|Adventure|Comedy,1997-06-26,909,7.0,1997,115469127.291128,343299361.863264
3.153414,90000000,589390539,Barry Sonnenfeld,98,Action|Adventure|Comedy|Science Fiction,1997-07-01,2864,6.7,1997,122261428.896488,800663660.846796
